"id","heroId_1","heroId_2","teammatePickTimes","teammatePickRate","teammateWinTimes","teammateWinRate","opponentPickTimes","opponentPickRate","opponentWinTimes","opponentWinRate","adaptation","score","updateTime"
"101","191","144","0","0","5","0","0","0","7","0","0","0","16/8/2024 04:49:56"
"102","191","545","0","0","19","0","0","0","13","0","0","0","16/8/2024 04:49:56"
"103","191","170","0","0","2","0","0","0","1","0","0","0","16/8/2024 04:49:56"
"104","191","117","0","0","3","0","0","0","2","0","0","0","16/8/2024 04:49:56"
"105","191","178","0","0","4","0","0","0","1","0","0","0","16/8/2024 04:49:56"
"106","191","135","0","0","32","0","0","0","50","0","0","0","16/8/2024 04:49:56"
"107","191","529","0","0","2","0","0","0","3","0","0","0","16/8/2024 04:49:56"
"108","191","124","0","0","7","0","0","0","18","0","0","0","16/8/2024 04:49:56"
"109","191","115","0","0","13","0","0","0","13","0","0","0","16/8/2024 04:49:56"
"110","191","129","0","0","25","0","0","0","25","0","0","0","16/8/2024 04:49:56"
"111","191","110","0","0","6","0","0","0","7","0","0","0","16/8/2024 04:49:56"
"112","191","107","0","0","2","0","0","0","3","0","0","0","16/8/2024 04:49:56"
"113","191","182","0","0","35","0","0","0","49","0","0","0","16/8/2024 04:49:56"
"114","191","540","0","0","5","0","0","0","3","0","0","0","16/8/2024 04:49:56"
"115","191","109","0","0","4","0","0","0","4","0","0","0","16/8/2024 04:49:56"
"116","191","148","0","0","35","0","0","0","39","0","0","0","16/8/2024 04:49:56"
"117","191","119","0","0","0","0","0","0","6","0","0","0","16/8/2024 04:49:56"
"118","191","163","0","0","22","0","0","0","16","0","0","0","16/8/2024 04:49:56"
"119","519","159","0","0","160","0","0","0","122","0","0","0","16/8/2024 04:49:56"
"120","519","542","0","0","90","0","0","0","58","0","0","0","16/8/2024 04:49:56"
"121","519","118","0","0","191","0","0","0","222","0","0","0","16/8/2024 04:49:56"
"122","519","186","0","0","104","0","0","0","106","0","0","0","16/8/2024 04:49:56"
"123","519","127","0","0","263","0","0","0","265","0","0","0","16/8/2024 04:49:56"
"124","519","514","0","0","259","0","0","0","256","0","0","0","16/8/2024 04:49:56"
"125","519","517","0","0","163","0","0","0","198","0","0","0","16/8/2024 04:49:56"
"126","519","518","0","0","172","0","0","0","202","0","0","0","16/8/2024 04:49:56"
"127","519","157","0","0","91","0","0","0","80","0","0","0","16/8/2024 04:49:56"
"128","519","199","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"129","519","531","0","0","153","0","0","0","157","0","0","0","16/8/2024 04:49:56"
"130","519","133","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"131","519","171","0","0","289","0","0","0","281","0","0","0","16/8/2024 04:49:56"
"132","519","111","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"133","519","564","0","0","74","0","0","0","59","0","0","0","16/8/2024 04:49:56"
"134","519","537","0","0","103","0","0","0","88","0","0","0","16/8/2024 04:49:56"
"135","519","197","0","0","132","0","0","0","121","0","0","0","16/8/2024 04:49:56"
"136","519","502","0","0","168","0","0","0","182","0","0","0","16/8/2024 04:49:56"
"137","519","154","0","0","151","0","0","0","148","0","0","0","16/8/2024 04:49:56"
"138","519","139","0","0","243","0","0","0","219","0","0","0","16/8/2024 04:49:56"
"139","519","505","0","0","77","0","0","0","106","0","0","0","16/8/2024 04:49:56"
"140","519","176","0","0","172","0","0","0","168","0","0","0","16/8/2024 04:49:56"
"141","519","548","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"142","519","521","0","0","151","0","0","0","101","0","0","0","16/8/2024 04:49:56"
"143","519","534","0","0","70","0","0","0","86","0","0","0","16/8/2024 04:49:56"
"144","519","510","0","0","132","0","0","0","149","0","0","0","16/8/2024 04:49:56"
"145","519","132","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"146","519","194","0","0","94","0","0","0","86","0","0","0","16/8/2024 04:49:56"
"147","519","108","0","0","127","0","0","0","116","0","0","0","16/8/2024 04:49:56"
"148","519","174","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"149","519","528","0","0","34","0","0","0","31","0","0","0","16/8/2024 04:49:56"
"150","519","113","0","0","64","0","0","0","47","0","0","0","16/8/2024 04:49:56"
"151","519","511","0","0","43","0","0","0","33","0","0","0","16/8/2024 04:49:56"
"152","519","112","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"153","519","152","0","0","79","0","0","0","98","0","0","0","16/8/2024 04:49:56"
"154","519","134","0","0","37","0","0","0","32","0","0","0","16/8/2024 04:49:56"
"155","519","146","0","0","53","0","0","0","38","0","0","0","16/8/2024 04:49:56"
"156","519","312","0","0","103","0","0","0","96","0","0","0","16/8/2024 04:49:56"
"157","519","563","0","0","28","0","0","0","29","0","0","0","16/8/2024 04:49:56"
"158","519","114","0","0","25","0","0","0","36","0","0","0","16/8/2024 04:49:56"
"159","519","523","0","0","156","0","0","0","186","0","0","0","16/8/2024 04:49:56"
"160","519","149","0","0","140","0","0","0","147","0","0","0","16/8/2024 04:49:56"
"161","519","513","0","0","76","0","0","0","65","0","0","0","16/8/2024 04:49:56"
"162","519","195","0","0","51","0","0","0","53","0","0","0","16/8/2024 04:49:56"
"163","519","503","0","0","62","0","0","0","63","0","0","0","16/8/2024 04:49:56"
"164","519","140","0","0","62","0","0","0","40","0","0","0","16/8/2024 04:49:56"
"165","519","184","0","0","81","0","0","0","80","0","0","0","16/8/2024 04:49:56"
"166","519","120","0","0","120","0","0","0","120","0","0","0","16/8/2024 04:49:56"
"167","519","169","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"168","519","130","0","0","151","0","0","0","133","0","0","0","16/8/2024 04:49:56"
"169","519","123","0","0","48","0","0","0","40","0","0","0","16/8/2024 04:49:56"
"170","519","153","0","0","75","0","0","0","127","0","0","0","16/8/2024 04:49:56"
"171","519","106","0","0","129","0","0","0","126","0","0","0","16/8/2024 04:49:56"
"172","519","183","0","0","42","0","0","0","51","0","0","0","16/8/2024 04:49:56"
"173","519","515","0","0","134","0","0","0","180","0","0","0","16/8/2024 04:49:56"
"174","519","141","0","0","41","0","0","0","44","0","0","0","16/8/2024 04:49:56"
"175","519","136","0","0","46","0","0","0","56","0","0","0","16/8/2024 04:49:56"
"176","519","507","0","0","30","0","0","0","53","0","0","0","16/8/2024 04:49:56"
"177","519","131","0","0","33","0","0","0","28","0","0","0","16/8/2024 04:49:56"
"178","519","150","0","0","40","0","0","0","25","0","0","0","16/8/2024 04:49:56"
"179","519","137","0","0","43","0","0","0","47","0","0","0","16/8/2024 04:49:56"
"180","519","173","0","0","7","0","0","0","17","0","0","0","16/8/2024 04:49:56"
"181","519","167","0","0","36","0","0","0","36","0","0","0","16/8/2024 04:49:56"
"182","519","508","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"183","519","162","0","0","27","0","0","0","15","0","0","0","16/8/2024 04:49:56"
"184","519","121","0","0","34","0","0","0","46","0","0","0","16/8/2024 04:49:56"
"185","519","190","0","0","49","0","0","0","71","0","0","0","16/8/2024 04:49:56"
"186","519","168","0","0","35","0","0","0","29","0","0","0","16/8/2024 04:49:56"
"187","519","525","0","0","42","0","0","0","41","0","0","0","16/8/2024 04:49:56"
"188","519","189","0","0","26","0","0","0","30","0","0","0","16/8/2024 04:49:56"
"189","519","533","0","0","98","0","0","0","80","0","0","0","16/8/2024 04:49:56"
"190","519","509","0","0","10","0","0","0","17","0","0","0","16/8/2024 04:49:56"
"191","519","506","0","0","33","0","0","0","35","0","0","0","16/8/2024 04:49:56"
"192","519","116","0","0","19","0","0","0","10","0","0","0","16/8/2024 04:49:56"
"193","519","142","0","0","30","0","0","0","28","0","0","0","16/8/2024 04:49:56"
"194","519","524","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"195","519","192","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"196","519","175","0","0","31","0","0","0","28","0","0","0","16/8/2024 04:49:56"
"197","519","156","0","0","14","0","0","0","18","0","0","0","16/8/2024 04:49:56"
"198","519","105","0","0","64","0","0","0","62","0","0","0","16/8/2024 04:49:56"
"199","519","538","0","0","43","0","0","0","27","0","0","0","16/8/2024 04:49:56"
"200","519","177","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"201","519","527","0","0","69","0","0","0","80","0","0","0","16/8/2024 04:49:56"
"202","519","125","0","0","73","0","0","0","97","0","0","0","16/8/2024 04:49:56"
"203","519","501","0","0","79","0","0","0","99","0","0","0","16/8/2024 04:49:56"
"204","519","187","0","0","22","0","0","0","36","0","0","0","16/8/2024 04:49:56"
"205","519","198","0","0","18","0","0","0","18","0","0","0","16/8/2024 04:49:56"
"206","519","522","0","0","30","0","0","0","20","0","0","0","16/8/2024 04:49:56"
"207","519","504","0","0","24","0","0","0","25","0","0","0","16/8/2024 04:49:56"
"208","519","536","0","0","21","0","0","0","27","0","0","0","16/8/2024 04:49:56"
"209","519","179","0","0","57","0","0","0","71","0","0","0","16/8/2024 04:49:56"
"210","519","128","0","0","9","0","0","0","18","0","0","0","16/8/2024 04:49:56"
"211","519","193","0","0","24","0","0","0","14","0","0","0","16/8/2024 04:49:56"
"212","519","196","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"213","519","544","0","0","20","0","0","0","22","0","0","0","16/8/2024 04:49:56"
"214","519","126","0","0","49","0","0","0","56","0","0","0","16/8/2024 04:49:56"
"215","519","180","0","0","107","0","0","0","91","0","0","0","16/8/2024 04:49:56"
"216","519","155","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"217","519","166","0","0","10","0","0","0","8","0","0","0","16/8/2024 04:49:56"
"218","519","144","0","0","13","0","0","0","9","0","0","0","16/8/2024 04:49:56"
"219","519","545","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"220","519","170","0","0","11","0","0","0","6","0","0","0","16/8/2024 04:49:56"
"221","519","117","0","0","9","0","0","0","11","0","0","0","16/8/2024 04:49:56"
"222","519","178","0","0","5","0","0","0","6","0","0","0","16/8/2024 04:49:56"
"223","519","135","0","0","81","0","0","0","78","0","0","0","16/8/2024 04:49:56"
"224","519","529","0","0","8","0","0","0","10","0","0","0","16/8/2024 04:49:56"
"225","519","124","0","0","22","0","0","0","21","0","0","0","16/8/2024 04:49:56"
"226","519","115","0","0","22","0","0","0","21","0","0","0","16/8/2024 04:49:56"
"227","519","129","0","0","40","0","0","0","46","0","0","0","16/8/2024 04:49:56"
"228","519","110","0","0","10","0","0","0","18","0","0","0","16/8/2024 04:49:56"
"229","519","107","0","0","9","0","0","0","11","0","0","0","16/8/2024 04:49:56"
"230","519","182","0","0","82","0","0","0","97","0","0","0","16/8/2024 04:49:56"
"231","519","540","0","0","12","0","0","0","6","0","0","0","16/8/2024 04:49:56"
"232","519","109","0","0","8","0","0","0","11","0","0","0","16/8/2024 04:49:56"
"233","519","148","0","0","65","0","0","0","72","0","0","0","16/8/2024 04:49:56"
"234","519","119","0","0","14","0","0","0","4","0","0","0","16/8/2024 04:49:56"
"235","519","163","0","0","32","0","0","0","29","0","0","0","16/8/2024 04:49:56"
"236","159","542","0","0","51","0","0","0","68","0","0","0","16/8/2024 04:49:56"
"237","159","118","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"238","159","186","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"239","159","127","0","0","202","0","0","0","223","0","0","0","16/8/2024 04:49:56"
"240","159","514","0","0","322","0","0","0","206","0","0","0","16/8/2024 04:49:56"
"241","159","517","0","0","130","0","0","0","144","0","0","0","16/8/2024 04:49:56"
"242","159","518","0","0","123","0","0","0","171","0","0","0","16/8/2024 04:49:56"
"243","159","157","0","0","54","0","0","0","68","0","0","0","16/8/2024 04:49:56"
"244","159","199","0","0","134","0","0","0","170","0","0","0","16/8/2024 04:49:56"
"245","159","531","0","0","127","0","0","0","109","0","0","0","16/8/2024 04:49:56"
"246","159","133","0","0","171","0","0","0","133","0","0","0","16/8/2024 04:49:56"
"247","159","171","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"248","159","111","0","0","173","0","0","0","213","0","0","0","16/8/2024 04:49:56"
"249","159","564","0","0","37","0","0","0","46","0","0","0","16/8/2024 04:49:56"
"250","159","537","0","0","85","0","0","0","91","0","0","0","16/8/2024 04:49:56"
"251","159","197","0","0","90","0","0","0","101","0","0","0","16/8/2024 04:49:56"
"252","159","502","0","0","128","0","0","0","177","0","0","0","16/8/2024 04:49:56"
"253","159","154","0","0","97","0","0","0","114","0","0","0","16/8/2024 04:49:56"
"254","159","139","0","0","152","0","0","0","178","0","0","0","16/8/2024 04:49:56"
"255","159","505","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"256","159","176","0","0","164","0","0","0","114","0","0","0","16/8/2024 04:49:56"
"257","159","548","0","0","187","0","0","0","133","0","0","0","16/8/2024 04:49:56"
"258","159","521","0","0","162","0","0","0","85","0","0","0","16/8/2024 04:49:56"
"259","159","534","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"260","159","510","0","0","84","0","0","0","84","0","0","0","16/8/2024 04:49:56"
"261","159","132","0","0","140","0","0","0","152","0","0","0","16/8/2024 04:49:56"
"262","159","194","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"263","159","108","0","0","14","0","0","0","92","0","0","0","16/8/2024 04:49:56"
"264","159","174","0","0","53","0","0","0","41","0","0","0","16/8/2024 04:49:56"
"265","159","528","0","0","29","0","0","0","26","0","0","0","16/8/2024 04:49:56"
"266","159","113","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"267","159","511","0","0","36","0","0","0","20","0","0","0","16/8/2024 04:49:56"
"268","159","112","0","0","32","0","0","0","38","0","0","0","16/8/2024 04:49:56"
"269","159","152","0","0","97","0","0","0","63","0","0","0","16/8/2024 04:49:56"
"270","159","134","0","0","22","0","0","0","28","0","0","0","16/8/2024 04:49:56"
"271","159","146","0","0","34","0","0","0","29","0","0","0","16/8/2024 04:49:56"
"272","159","312","0","0","60","0","0","0","81","0","0","0","16/8/2024 04:49:56"
"273","159","563","0","0","24","0","0","0","31","0","0","0","16/8/2024 04:49:56"
"274","159","114","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"275","159","523","0","0","105","0","0","0","136","0","0","0","16/8/2024 04:49:56"
"276","159","149","0","0","73","0","0","0","122","0","0","0","16/8/2024 04:49:56"
"277","159","513","0","0","90","0","0","0","73","0","0","0","16/8/2024 04:49:56"
"278","159","195","0","0","39","0","0","0","24","0","0","0","16/8/2024 04:49:56"
"279","159","503","0","0","46","0","0","0","41","0","0","0","16/8/2024 04:49:56"
"280","159","140","0","0","52","0","0","0","48","0","0","0","16/8/2024 04:49:56"
"281","159","184","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"282","159","120","0","0","83","0","0","0","88","0","0","0","16/8/2024 04:49:56"
"283","159","169","0","0","90","0","0","0","52","0","0","0","16/8/2024 04:49:56"
"284","159","130","0","0","129","0","0","0","119","0","0","0","16/8/2024 04:49:56"
"285","159","123","0","0","60","0","0","0","31","0","0","0","16/8/2024 04:49:56"
"286","159","153","0","0","65","0","0","0","83","0","0","0","16/8/2024 04:49:56"
"287","159","106","0","0","96","0","0","0","107","0","0","0","16/8/2024 04:49:56"
"288","159","183","0","0","32","0","0","0","37","0","0","0","16/8/2024 04:49:56"
"289","159","515","0","0","124","0","0","0","121","0","0","0","16/8/2024 04:49:56"
"290","159","141","0","0","32","0","0","0","34","0","0","0","16/8/2024 04:49:56"
"291","159","136","0","0","40","0","0","0","30","0","0","0","16/8/2024 04:49:56"
"292","159","507","0","0","25","0","0","0","28","0","0","0","16/8/2024 04:49:56"
"293","159","131","0","0","27","0","0","0","28","0","0","0","16/8/2024 04:49:56"
"294","159","150","0","0","30","0","0","0","24","0","0","0","16/8/2024 04:49:56"
"295","159","137","0","0","25","0","0","0","33","0","0","0","16/8/2024 04:49:56"
"296","159","173","0","0","15","0","0","0","17","0","0","0","16/8/2024 04:49:56"
"297","159","167","0","0","30","0","0","0","34","0","0","0","16/8/2024 04:49:56"
"298","159","508","0","0","22","0","0","0","22","0","0","0","16/8/2024 04:49:56"
"299","159","162","0","0","15","0","0","0","18","0","0","0","16/8/2024 04:49:56"
"300","159","121","0","0","36","0","0","0","49","0","0","0","16/8/2024 04:49:56"
"301","159","190","0","0","39","0","0","0","51","0","0","0","16/8/2024 04:49:56"
"302","159","168","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"303","159","525","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"304","159","189","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"305","159","533","0","0","79","0","0","0","65","0","0","0","16/8/2024 04:49:56"
"306","159","509","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"307","159","506","0","0","31","0","0","0","35","0","0","0","16/8/2024 04:49:56"
"308","159","116","0","0","11","0","0","0","11","0","0","0","16/8/2024 04:49:56"
"309","159","142","0","0","24","0","0","0","27","0","0","0","16/8/2024 04:49:56"
"310","159","524","0","0","121","0","0","0","138","0","0","0","16/8/2024 04:49:56"
"311","159","192","0","0","15","0","0","0","15","0","0","0","16/8/2024 04:49:56"
"312","159","175","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"313","159","156","0","0","3","0","0","0","12","0","0","0","16/8/2024 04:49:56"
"314","159","105","0","0","12","0","0","0","40","0","0","0","16/8/2024 04:49:56"
"315","159","538","0","0","25","0","0","0","32","0","0","0","16/8/2024 04:49:56"
"316","159","177","0","0","6","0","0","0","9","0","0","0","16/8/2024 04:49:56"
"317","159","527","0","0","54","0","0","0","56","0","0","0","16/8/2024 04:49:56"
"318","159","125","0","0","59","0","0","0","75","0","0","0","16/8/2024 04:49:56"
"319","159","501","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"320","159","187","0","0","0","0","0","0","0","0","0","0","16/8/2024 04:49:56"
"321","159","198","0","0","8","0","0","0","12","0","0","0","16/8/2024 04:49:56"
"322","159","522","0","0","21","0","0","0","12","0","0","0","16/8/2024 04:49:56"
"323","159","504","0","0","14","0","0","0","11","0","0","0","16/8/2024 04:49:56"
"324","159","536","0","0","11","0","0","0","29","0","0","0","16/8/2024 04:49:56"
"325","159","179","0","0","39","0","0","0","45","0","0","0","16/8/2024 04:49:56"
"326","159","128","0","0","11","0","0","0","18","0","0","0","16/8/2024 04:49:56"
"327","159","193","0","0","30","0","0","0","16","0","0","0","16/8/2024 04:49:56"
"328","159","196","0","0","149","0","0","0","196","0","0","0","16/8/2024 04:49:56"
"329","159","544","0","0","11","0","0","0","20","0","0","0","16/8/2024 04:49:56"
"330","159","126","0","0","40","0","0","0","37","0","0","0","16/8/2024 04:49:56"
"331","159","180","0","0","84","0","0","0","62","0","0","0","16/8/2024 04:49:56"
"332","159","155","0","0","11","0","0","0","15","0","0","0","16/8/2024 04:49:56"
"333","159","166","0","0","5","0","0","0","6","0","0","0","16/8/2024 04:49:56"
"334","159","144","0","0","11","0","0","0","9","0","0","0","16/8/2024 04:49:56"
"335","159","545","0","0","24","0","0","0","24","0","0","0","16/8/2024 04:49:56"
"336","159","170","0","0","4","0","0","0","2","0","0","0","16/8/2024 04:49:56"
